iter	Logloss
724	0.4200125318
725	0.419839508
726	0.4197321595
727	0.4196143475
728	0.4194940747
729	0.4193687626
730	0.419238724
731	0.4191676762
732	0.4190613729
733	0.4189185737
734	0.4188210743
735	0.4187151356
736	0.4186049301
737	0.4184938286
738	0.4183816648
739	0.4182898479
740	0.4181085514
741	0.4180081834
742	0.4178793279
743	0.417746372
744	0.4176019964
745	0.4174854335
746	0.4173278636
747	0.4171996054
748	0.4171256746
749	0.4170244796
750	0.4168954863
751	0.4168107848
752	0.4167300258
753	0.4166396302
754	0.4164815349
755	0.4163827462
756	0.4162496122
757	0.4161507747
758	0.4160672275
759	0.4159786754
760	0.4158365252
761	0.4157913317
762	0.4156755154
763	0.4155093542
764	0.4153950655
765	0.4152863129
766	0.415209304
767	0.4151176565
768	0.4150235194
769	0.4149123232
770	0.4147541361
771	0.4146706004
772	0.4145195487
773	0.4144426575
774	0.4143657634
775	0.4142352654
776	0.4141389547
777	0.4140348452
778	0.4139274939
779	0.4138109138
780	0.4136695934
781	0.4135546758
782	0.4134132549
783	0.4132899269
784	0.4131618381
785	0.4130559081
786	0.4129153457
787	0.4128645329
788	0.4127286136
789	0.4125813006
790	0.4124769068
791	0.4123704915
792	0.4123111218
793	0.4121867917
794	0.4121060097
795	0.4119860183
796	0.4118881886
797	0.4117594221
798	0.4116722856
799	0.4115044562
800	0.411359782
801	0.4112501076
802	0.411180059
803	0.4110581869
804	0.4109960519
805	0.410903118
806	0.4108003782
807	0.4106764128
808	0.4105682057
809	0.4104380724
810	0.4103290499
811	0.4102545449
812	0.4100747071
813	0.4099647226
814	0.4098728741
815	0.4097724401
816	0.4096949573
817	0.4095942878
818	0.4094966505
819	0.4094480056
820	0.4093527085
821	0.4092426063
822	0.4091499108
823	0.4090246445
824	0.4089483994
825	0.4088479538
826	0.4087647311
827	0.4086885233
828	0.4085997358
829	0.4084681524
830	0.408368531
831	0.4082605938
832	0.4081125572
833	0.4079878423
834	0.4078503007
835	0.4077532779
836	0.4076081959
837	0.4075114688
838	0.4074166944
839	0.4073225344
840	0.4072291985
841	0.4071111711
842	0.4070282327
843	0.4069091745
844	0.4067815738
845	0.4066998127
846	0.4065366723
847	0.406417617
848	0.4063019327
849	0.4061915721
850	0.4060534648
851	0.4060065715
852	0.4059043973
853	0.4057811727
854	0.4056671826
855	0.405540452
856	0.4054408334
857	0.4052843346
858	0.4051757715
859	0.4050683483
860	0.4049937859
861	0.404864023
862	0.4047356011
863	0.4046489642
864	0.4045347157
865	0.4044070432
866	0.4042807835
867	0.4041795138
868	0.4040994411
869	0.4039935427
870	0.4038646613
871	0.4037501917
872	0.4036797181
873	0.4036166902
874	0.4035361867
875	0.4034375444
876	0.4032948084
877	0.4031347175
878	0.4030203254
879	0.4029241296
880	0.4028888224
881	0.4027986882
882	0.402723517
883	0.4026567217
884	0.4025668918
885	0.402482087
886	0.4023411485
887	0.4022171084
888	0.4020964192
889	0.4020160679
890	0.4019412614
891	0.4018414274
892	0.4017153371
893	0.4016101997
894	0.4015338454
895	0.4014275479
896	0.4013550212
897	0.4013050181
898	0.4011913439
899	0.4010956534
900	0.4010132376
901	0.4009267041
902	0.4008257187
903	0.4006989134
904	0.4005658685
905	0.4004936175
906	0.4003247084
907	0.4001703316
908	0.4000577284
909	0.3999094333
910	0.3998041178
911	0.3997104718
912	0.3995730652
913	0.3994299473
914	0.3993722229
915	0.3992467097
916	0.3991088523
917	0.3989663115
918	0.3988483014
919	0.3987262311
920	0.3986508158
921	0.3985235539
922	0.3984653816
923	0.3983642325
924	0.3982696275
925	0.3981716571
926	0.3980457592
927	0.39795091
928	0.3978100462
929	0.397711424
930	0.3975634218
931	0.3974376444
932	0.3973644861
933	0.3972326012
934	0.3971441353
935	0.397037542
936	0.3968985676
937	0.3967474527
938	0.3966290923
939	0.3965447957
940	0.3964300044
941	0.3963091631
942	0.3962187704
943	0.3960685601
944	0.3959510037
945	0.3957921819
946	0.3956423046
947	0.3955471109
948	0.395470125
949	0.395363368
950	0.3952073688
951	0.3951152217
952	0.3950364957
953	0.3949251387
954	0.3947780553
955	0.3946863274
956	0.3945670108
957	0.3944530236
958	0.3943317659
959	0.3941824572
960	0.3940918951
961	0.3940000868
962	0.3938991014
963	0.3938309451
964	0.3937115079
965	0.3936447614
966	0.393533436
967	0.393425341
968	0.3933306211
969	0.3932133604
970	0.3930717328
971	0.392962113
972	0.392861811
973	0.3927390946
974	0.3926401163
975	0.3925587658
976	0.3924209141
977	0.3923400948
978	0.392151703
979	0.3919966428
980	0.3919017937
981	0.3918275585
982	0.3917171606
983	0.3916515254
984	0.3915362547
985	0.3914158957
986	0.3913217845
987	0.3911967854
988	0.3910780861
989	0.390991254
990	0.3909040659
991	0.3908155654
992	0.3907460739
993	0.390642131
994	0.3904849229
995	0.3904419491
996	0.3903825449
997	0.3902826363
998	0.3901376692
999	0.3900047535
