iter	Passed	Remaining
695	4648	2030
696	4654	2023
697	4661	2016
698	4668	2010
699	4674	2003
700	4681	1996
701	4688	1990
702	4694	1983
703	4700	1976
704	4707	1969
705	4714	1963
706	4721	1956
707	4728	1950
708	4735	1943
709	4741	1936
710	4747	1929
711	4754	1922
712	4760	1916
713	4766	1909
714	4773	1902
715	4779	1895
716	4786	1889
717	4792	1882
718	4798	1875
719	4804	1868
720	4810	1861
721	4818	1855
722	4824	1848
723	4830	1841
724	4836	1834
725	4843	1827
726	4849	1821
727	4856	1814
728	4863	1807
729	4869	1801
730	4876	1794
731	4882	1787
732	4889	1781
733	4896	1774
734	4902	1767
735	4909	1761
736	4916	1754
737	4923	1747
738	4929	1741
739	4936	1734
740	4942	1727
741	4948	1720
742	4955	1714
743	4961	1707
744	4968	1700
745	4974	1693
746	4981	1687
747	4987	1680
748	4994	1673
749	5000	1666
750	5006	1660
751	5013	1653
752	5019	1646
753	5025	1639
754	5032	1633
755	5043	1627
756	5049	1620
757	5055	1613
758	5061	1607
759	5067	1600
760	5074	1593
761	5082	1587
762	5089	1580
763	5097	1574
764	5106	1568
765	5114	1562
766	5121	1555
767	5129	1549
768	5137	1543
769	5143	1536
770	5149	1529
771	5155	1522
772	5161	1515
773	5167	1508
774	5174	1502
775	5180	1495
776	5186	1488
777	5194	1482
778	5200	1475
779	5207	1468
780	5213	1461
781	5219	1454
782	5225	1448
783	5232	1441
784	5237	1434
785	5243	1427
786	5250	1420
787	5257	1414
788	5263	1407
789	5269	1400
790	5276	1394
791	5283	1387
792	5290	1381
793	5297	1374
794	5304	1367
795	5311	1361
796	5317	1354
797	5324	1347
798	5330	1341
799	5337	1334
800	5344	1327
801	5350	1320
802	5357	1314
803	5363	1307
804	5370	1300
805	5376	1294
806	5382	1287
807	5388	1280
808	5394	1273
809	5401	1267
810	5408	1260
811	5414	1253
812	5420	1246
813	5426	1240
814	5433	1233
815	5439	1226
816	5445	1219
817	5452	1213
818	5459	1206
819	5465	1199
820	5472	1193
821	5478	1186
822	5485	1179
823	5492	1173
824	5499	1166
825	5507	1160
826	5514	1153
827	5521	1146
828	5527	1140
829	5534	1133
830	5540	1126
831	5547	1120
832	5553	1113
833	5561	1106
834	5568	1100
835	5575	1093
836	5582	1087
837	5588	1080
838	5595	1073
839	5601	1067
840	5608	1060
841	5614	1053
842	5621	1046
843	5627	1040
844	5634	1033
845	5640	1026
846	5646	1020
847	5653	1013
848	5659	1006
849	5665	999
850	5672	993
851	5677	986
852	5684	979
853	5690	972
854	5697	966
855	5704	959
856	5710	952
857	5717	946
858	5725	939
859	5732	933
860	5738	926
861	5745	919
862	5751	913
863	5757	906
864	5764	899
865	5771	892
866	5777	886
867	5784	879
868	5790	872
869	5797	866
870	5803	859
871	5809	852
872	5815	846
873	5822	839
874	5828	832
875	5834	825
876	5840	819
877	5848	812
878	5854	805
879	5860	799
880	5866	792
881	5872	785
882	5879	779
883	5885	772
884	5891	765
885	5897	758
886	5904	752
887	5910	745
888	5917	738
889	5923	732
890	5930	725
891	5936	718
892	5943	712
893	5949	705
894	5955	698
895	5961	691
896	5967	685
897	5974	678
898	5980	671
899	5987	665
900	5993	658
901	5999	651
902	6005	645
903	6012	638
904	6019	631
905	6025	625
906	6031	618
907	6037	611
908	6044	605
909	6050	598
910	6058	591
911	6065	585
912	6071	578
913	6077	571
914	6083	565
915	6089	558
916	6096	551
917	6102	545
918	6109	538
919	6116	531
920	6122	525
921	6128	518
922	6134	511
923	6141	505
924	6146	498
925	6153	491
926	6159	485
927	6165	478
928	6171	471
929	6177	464
930	6183	458
931	6190	451
932	6196	444
933	6203	438
934	6210	431
935	6216	425
936	6222	418
937	6229	411
938	6235	405
939	6242	398
940	6248	391
941	6254	385
942	6260	378
943	6267	371
944	6273	365
945	6279	358
946	6285	351
947	6291	345
948	6298	338
949	6305	331
950	6311	325
951	6318	318
952	6325	311
953	6332	305
954	6338	298
955	6345	292
956	6351	285
957	6358	278
958	6364	272
959	6371	265
960	6378	258
961	6385	252
962	6392	245
963	6399	238
964	6405	232
965	6412	225
966	6418	219
967	6425	212
968	6431	205
969	6438	199
970	6444	192
971	6451	185
972	6457	179
973	6464	172
974	6470	165
975	6476	159
976	6483	152
977	6489	145
978	6495	139
979	6503	132
980	6510	126
981	6517	119
982	6525	112
983	6531	106
984	6538	99
985	6544	92
986	6550	86
987	6556	79
988	6562	72
989	6569	66
990	6575	59
991	6581	53
992	6588	46
993	6594	39
994	6601	33
995	6607	26
996	6614	19
997	6621	13
998	6627	6
999	6633	0
