iter	MultiClass
705	0.1157369401
706	0.115650517
707	0.1154406415
708	0.1152433177
709	0.1150523802
710	0.1149187667
711	0.1145930009
712	0.1142317899
713	0.1140287744
714	0.1138455903
715	0.1137081921
716	0.1134406812
717	0.1132343712
718	0.1130110243
719	0.112869778
720	0.1126621719
721	0.1124786009
722	0.1122626798
723	0.1119937715
724	0.1117941128
725	0.1116121611
726	0.1114028508
727	0.1113016027
728	0.1111326997
729	0.1109574217
730	0.1108040509
731	0.1105481459
732	0.1103833178
733	0.1100490088
734	0.1098415158
735	0.1097712756
736	0.109494071
737	0.1093276878
738	0.1090908327
739	0.108866808
740	0.1087396914
741	0.1085327959
742	0.1083137933
743	0.108112598
744	0.1079697745
745	0.1077483896
746	0.1075803564
747	0.107416331
748	0.1071771697
749	0.1069893509
750	0.1068385616
751	0.1066438916
752	0.1064439347
753	0.1062124273
754	0.1059668009
755	0.105830129
756	0.105652517
757	0.1055092195
758	0.1053176441
759	0.1051531995
760	0.1048920923
761	0.104710621
762	0.1045867713
763	0.1043646352
764	0.1041757039
765	0.1039422582
766	0.1038289143
767	0.1037037366
768	0.10355738
769	0.1033875137
770	0.1032212999
771	0.1030670491
772	0.1029256144
773	0.1027931315
774	0.1026975367
775	0.1025607034
776	0.1023861665
777	0.1022191166
778	0.1020218199
779	0.1018507393
780	0.1016330434
781	0.1015268555
782	0.1014679338
783	0.1012419286
784	0.1010515123
785	0.1008885867
786	0.1006431279
787	0.1003398302
788	0.1002514124
789	0.1001171661
790	0.0999742914
791	0.09983585348
792	0.09958291205
793	0.09940708399
794	0.09927430997
795	0.09905466061
796	0.09880861914
797	0.09864317051
798	0.09845403198
799	0.09824859987
800	0.09797685152
801	0.09784652329
802	0.09773367709
803	0.09746842087
804	0.09737686716
805	0.09716729697
806	0.096989216
807	0.09684674283
808	0.09674062695
809	0.09656472995
810	0.09638439662
811	0.0961333805
812	0.09592764866
813	0.09585728361
814	0.09553816041
815	0.09542164242
816	0.09516168838
817	0.09494195488
818	0.09486093082
819	0.09471553805
820	0.09456937895
821	0.09438518118
822	0.09429560379
823	0.09420289976
824	0.0940104743
825	0.09393398636
826	0.09374915691
827	0.09347039791
828	0.09340926445
829	0.09322014284
830	0.09305215131
831	0.0928787908
832	0.09266772406
833	0.09257309478
834	0.09239840117
835	0.09227009488
836	0.09217599542
837	0.09187133668
838	0.091727761
839	0.09163455283
840	0.09149036388
841	0.0912125609
842	0.09106484025
843	0.09097097167
844	0.09079196147
845	0.09066838298
846	0.09050661727
847	0.09034859419
848	0.09023183395
849	0.090018512
850	0.08988145191
851	0.08984003162
852	0.08967154112
853	0.08947236168
854	0.08926161831
855	0.08904869989
856	0.08892011735
857	0.08883671628
858	0.08874936816
859	0.08860329083
860	0.0884067249
861	0.08822756967
862	0.08809088319
863	0.08797575144
864	0.08788966875
865	0.08777790207
866	0.08766481818
867	0.0874989609
868	0.08739781863
869	0.08726427041
870	0.08715460207
871	0.08699502879
872	0.08680913699
873	0.08662685568
874	0.08651541197
875	0.08632358217
876	0.08620426106
877	0.08609703499
878	0.08599724176
879	0.08581668306
880	0.08572962294
881	0.08560113298
882	0.0854621779
883	0.08529743369
884	0.08519537248
885	0.0850106444
886	0.08488165593
887	0.08470754848
888	0.08450507953
889	0.08435517137
890	0.0841693374
891	0.08407579473
892	0.0839948606
893	0.08388559837
894	0.08376065303
895	0.08365374536
896	0.08344513298
897	0.08334805562
898	0.08325403546
899	0.08313064981
900	0.08305725751
901	0.08295402029
902	0.0828446412
903	0.08272347352
904	0.08261880656
905	0.08250951809
906	0.08238314454
907	0.08230101601
908	0.08215200581
909	0.08202557767
910	0.08186656747
911	0.08177046975
912	0.08167007248
913	0.08157453338
914	0.08138649057
915	0.08128798698
916	0.08120320211
917	0.08110889521
918	0.08102349826
919	0.08089970331
920	0.08076674506
921	0.08065481451
922	0.08050546404
923	0.08034287091
924	0.08026065697
925	0.08014478209
926	0.08001256256
927	0.07989258052
928	0.07975973393
929	0.07961880979
930	0.07954862415
931	0.07943894637
932	0.0793744677
933	0.07924411403
934	0.07910710495
935	0.07893448828
936	0.07883185004
937	0.07868931771
938	0.07857341345
939	0.0784054387
940	0.0782632643
941	0.07817122746
942	0.07807950143
943	0.07794104444
944	0.07784024247
945	0.07765779892
946	0.07757264366
947	0.07751083819
948	0.07744956377
949	0.07738420304
950	0.07722133434
951	0.07710930733
952	0.07704367561
953	0.0769411637
954	0.07679805939
955	0.07669165512
956	0.07658952872
957	0.07645809298
958	0.07635243949
959	0.07625002758
960	0.07616653109
961	0.0760534354
962	0.07590743428
963	0.0758481835
964	0.07574508853
965	0.07567891372
966	0.07563952261
967	0.07553914863
968	0.07543790413
969	0.07536585136
970	0.07524615498
971	0.07503419819
972	0.07498750111
973	0.0748913131
974	0.07475446719
975	0.07466988485
976	0.07448236177
977	0.0744047472
978	0.07428662377
979	0.0741562886
980	0.07405885404
981	0.07402176593
982	0.07388509936
983	0.073722831
984	0.07363593072
985	0.07353560082
986	0.07340678676
987	0.0733169309
988	0.07323177965
989	0.07317503863
990	0.0730938048
991	0.07293674481
992	0.07285347629
993	0.07279085396
994	0.07266640883
995	0.07259438347
996	0.07246396297
997	0.07241159235
998	0.07230432649
999	0.07219732052
