iter	Passed	Remaining
295	690	1641
296	691	1637
297	693	1633
298	695	1629
299	696	1625
300	698	1621
301	700	1618
302	702	1615
303	703	1611
304	705	1608
305	707	1604
306	709	1601
307	711	1597
308	713	1595
309	715	1591
310	716	1587
311	718	1583
312	720	1580
313	721	1576
314	723	1572
315	725	1569
316	726	1566
317	728	1562
318	730	1559
319	732	1556
320	734	1553
321	735	1549
322	737	1545
323	739	1543
324	741	1540
325	743	1537
326	746	1535
327	747	1531
328	749	1528
329	751	1525
330	753	1522
331	754	1518
332	756	1514
333	757	1511
334	759	1507
335	761	1504
336	762	1500
337	765	1498
338	766	1495
339	768	1491
340	770	1488
341	772	1486
342	774	1483
343	776	1479
344	778	1477
345	779	1474
346	781	1470
347	783	1467
348	785	1464
349	787	1462
350	789	1459
351	790	1455
352	792	1452
353	794	1449
354	795	1445
355	798	1444
356	800	1440
357	801	1437
358	803	1434
359	804	1431
360	806	1427
361	808	1424
362	810	1421
363	811	1418
364	813	1415
365	815	1411
366	816	1408
367	818	1405
368	820	1402
369	821	1399
370	823	1396
371	825	1393
372	827	1390
373	828	1387
374	830	1384
375	832	1381
376	833	1378
377	835	1374
378	837	1372
379	839	1369
380	840	1366
381	842	1363
382	844	1359
383	845	1356
384	847	1353
385	849	1350
386	851	1348
387	852	1345
388	854	1341
389	855	1338
390	857	1335
391	859	1332
392	861	1329
393	862	1326
394	864	1323
395	866	1321
396	867	1318
397	869	1315
398	871	1313
399	873	1310
400	875	1307
401	877	1305
402	879	1302
403	880	1299
404	882	1296
405	884	1293
406	886	1291
407	887	1288
408	889	1285
409	891	1282
410	892	1279
411	895	1277
412	896	1274
413	898	1271
414	900	1268
415	901	1265
416	903	1262
417	904	1259
418	906	1257
419	908	1254
420	909	1251
421	911	1248
422	913	1246
423	915	1243
424	917	1240
425	918	1238
426	920	1235
427	922	1232
428	924	1231
429	926	1228
430	927	1225
431	929	1222
432	931	1219
433	933	1216
434	934	1213
435	936	1211
436	938	1208
437	939	1205
438	941	1202
439	943	1201
440	945	1198
441	947	1195
442	948	1192
443	950	1190
444	952	1187
445	954	1185
446	955	1182
447	957	1179
448	959	1177
449	960	1174
450	962	1171
451	964	1169
452	966	1167
453	968	1164
454	970	1162
455	972	1160
456	974	1157
457	976	1155
458	977	1152
459	979	1149
460	981	1147
461	983	1144
462	984	1142
463	987	1140
464	988	1137
465	990	1135
466	992	1132
467	993	1129
468	995	1127
469	997	1124
470	999	1122
471	1000	1119
472	1002	1117
473	1004	1114
474	1006	1111
475	1007	1109
476	1009	1107
477	1011	1104
478	1012	1101
479	1014	1099
480	1016	1096
481	1018	1094
482	1019	1091
483	1021	1089
484	1024	1087
485	1025	1084
486	1027	1082
487	1029	1079
488	1031	1077
489	1033	1075
490	1034	1072
491	1037	1070
492	1038	1068
493	1040	1065
494	1042	1063
495	1043	1060
496	1045	1058
497	1047	1055
498	1049	1053
499	1051	1051
500	1052	1048
501	1054	1046
502	1064	1051
503	1066	1049
504	1067	1046
505	1069	1044
506	1071	1041
507	1072	1039
508	1074	1036
509	1077	1034
510	1078	1032
511	1080	1029
512	1082	1027
513	1084	1025
514	1085	1022
515	1087	1019
516	1089	1017
517	1091	1015
518	1092	1012
519	1094	1010
520	1096	1008
521	1097	1005
522	1099	1002
523	1101	1000
524	1103	998
525	1104	995
526	1106	992
527	1108	991
528	1110	988
529	1111	986
530	1113	983
531	1115	981
532	1117	978
533	1118	976
534	1120	973
535	1123	972
536	1124	969
537	1126	967
538	1128	965
539	1130	962
540	1131	960
541	1133	957
542	1135	955
543	1136	953
544	1138	950
545	1140	948
546	1142	946
547	1143	943
548	1145	941
549	1147	938
550	1149	936
551	1150	933
552	1152	931
553	1153	928
554	1155	926
555	1157	924
556	1158	921
557	1160	919
558	1163	917
559	1164	915
560	1166	912
561	1168	910
562	1169	908
563	1172	906
564	1173	903
565	1175	901
566	1177	899
567	1179	896
568	1181	894
569	1182	892
570	1184	890
571	1186	887
572	1189	886
573	1190	883
574	1192	881
575	1194	879
576	1196	877
577	1197	874
578	1199	872
579	1201	869
580	1203	867
581	1204	865
582	1206	862
583	1208	860
584	1209	858
585	1211	855
586	1213	853
587	1215	851
588	1216	849
589	1218	846
590	1219	844
591	1221	842
592	1223	839
593	1225	837
594	1227	835
595	1229	833
596	1231	831
597	1232	828
598	1234	826
599	1236	824
600	1238	821
601	1239	819
602	1241	817
603	1243	815
604	1245	812
605	1246	810
606	1248	808
607	1250	806
608	1251	803
609	1253	801
610	1255	799
611	1256	796
612	1258	794
613	1260	792
614	1261	789
615	1263	787
616	1265	785
617	1267	783
618	1269	781
619	1270	778
620	1272	776
621	1274	774
622	1276	772
623	1278	770
624	1280	768
625	1281	765
626	1283	763
627	1285	761
628	1287	759
629	1289	757
630	1291	755
631	1294	753
632	1296	751
633	1298	749
634	1301	747
635	1302	745
636	1304	743
637	1306	741
638	1308	739
639	1310	737
640	1314	735
641	1316	734
642	1318	731
643	1320	730
644	1322	728
645	1324	725
646	1327	724
647	1329	722
648	1331	719
649	1349	726
650	1351	724
651	1354	722
652	1356	720
653	1358	718
654	1361	717
655	1363	714
656	1366	713
657	1368	711
658	1370	709
659	1372	707
660	1375	705
661	1376	702
662	1379	701
663	1382	699
664	1384	697
665	1387	695
666	1389	693
667	1391	691
668	1394	689
669	1396	687
670	1398	685
671	1400	683
672	1402	681
673	1403	678
674	1406	677
675	1408	674
676	1409	672
677	1411	670
678	1413	668
679	1415	666
680	1417	664
681	1419	661
682	1420	659
683	1422	657
684	1424	655
685	1426	652
686	1428	650
687	1429	648
688	1431	646
689	1433	643
690	1435	641
691	1436	639
692	1438	637
693	1441	635
694	1442	633
695	1444	631
696	1446	628
697	1448	626
698	1450	624
699	1452	622
700	1454	620
701	1455	617
702	1458	616
703	1459	613
704	1461	611
705	1462	609
706	1464	607
707	1466	604
708	1468	602
709	1471	600
710	1473	598
711	1474	596
712	1476	594
713	1478	592
714	1480	590
715	1482	587
716	1484	585
717	1485	583
718	1487	581
719	1489	579
720	1491	577
721	1492	574
722	1494	572
723	1496	570
724	1497	568
725	1499	565
726	1501	563
727	1502	561
728	1504	559
729	1506	557
730	1508	555
731	1511	553
732	1513	551
733	1515	549
734	1518	547
735	1519	545
736	1521	543
737	1524	541
738	1526	539
739	1528	536
740	1531	535
741	1533	533
742	1534	530
743	1536	528
744	1538	526
745	1540	524
746	1542	522
747	1544	520
748	1546	518
749	1548	516
750	1550	514
751	1552	511
752	1553	509
753	1556	507
754	1557	505
755	1559	503
756	1561	501
757	1563	499
758	1565	497
759	1567	494
760	1569	492
761	1571	490
762	1573	488
763	1575	486
764	1578	484
765	1580	482
766	1583	480
767	1585	478
768	1587	476
769	1589	474
770	1590	472
771	1592	470
772	1594	468
773	1596	466
774	1598	464
775	1600	461
776	1601	459
777	1603	457
778	1605	455
779	1607	453
780	1609	451
781	1610	449
782	1612	446
783	1614	444
784	1616	442
785	1618	440
786	1619	438
787	1622	436
788	1624	434
789	1626	432
790	1627	430
791	1629	427
792	1631	425
793	1632	423
794	1634	421
795	1636	419
796	1638	417
797	1639	415
798	1641	412
799	1643	410
800	1644	408
801	1646	406
802	1648	404
803	1650	402
804	1652	400
805	1653	398
806	1656	396
807	1658	394
808	1660	391
809	1662	389
810	1664	387
811	1667	386
812	1669	383
813	1670	381
814	1672	379
815	1674	377
816	1676	375
817	1678	373
818	1679	371
819	1682	369
820	1684	367
821	1685	365
822	1687	363
823	1690	361
824	1692	358
825	1694	356
826	1696	354
827	1698	352
828	1701	350
829	1703	348
830	1705	346
831	1708	345
832	1711	343
833	1713	341
834	1715	339
835	1717	336
836	1720	335
837	1723	333
838	1724	330
839	1727	329
840	1729	326
841	1731	324
842	1734	322
843	1736	320
844	1737	318
845	1740	316
846	1742	314
847	1743	312
848	1745	310
849	1747	308
850	1749	306
851	1750	304
852	1752	302
853	1754	299
854	1756	297
855	1757	295
856	1760	293
857	1762	291
858	1764	289
859	1766	287
860	1768	285
861	1770	283
862	1772	281
863	1773	279
864	1775	277
865	1777	275
866	1779	273
867	1781	270
868	1782	268
869	1784	266
870	1786	264
871	1787	262
872	1789	260
873	1791	258
874	1793	256
875	1795	254
876	1797	252
877	1799	250
878	1801	247
879	1804	246
880	1806	243
881	1807	241
882	1809	239
883	1810	237
884	1812	235
885	1814	233
886	1816	231
887	1817	229
888	1819	227
889	1821	225
890	1823	223
891	1824	220
892	1826	218
893	1828	216
894	1829	214
895	1831	212
896	1833	210
897	1835	208
898	1836	206
899	1838	204
900	1840	202
901	1841	200
902	1843	197
903	1845	195
904	1846	193
905	1848	191
906	1850	189
907	1853	187
908	1854	185
909	1856	183
910	1858	181
911	1860	179
912	1862	177
913	1864	175
914	1866	173
915	1868	171
916	1870	169
917	1873	167
918	1875	165
919	1878	163
920	1880	161
921	1882	159
922	1884	157
923	1886	155
924	1888	153
925	1890	151
926	1898	149
927	1900	147
928	1902	145
929	1904	143
930	1906	141
931	1907	139
932	1909	137
933	1911	135
934	1913	133
935	1915	130
936	1917	128
937	1919	126
938	1920	124
939	1922	122
940	1924	120
941	1926	118
942	1927	116
943	1929	114
944	1931	112
945	1933	110
946	1934	108
947	1936	106
948	1938	104
949	1940	102
950	1941	100
951	1943	97
952	1945	95
953	1947	93
954	1949	91
955	1952	89
956	1954	87
957	1956	85
958	1958	83
959	1960	81
960	1962	79
961	1966	77
962	1968	75
963	1970	73
964	1972	71
965	1974	69
966	1977	67
967	1979	65
968	1981	63
969	1984	61
970	1986	59
971	1988	57
972	1990	55
973	1992	53
974	1994	51
975	1996	49
976	1999	47
977	2001	45
978	2003	42
979	2005	40
980	2007	38
981	2009	36
982	2011	34
983	2013	32
984	2014	30
985	2017	28
986	2019	26
987	2021	24
988	2023	22
989	2026	20
990	2028	18
991	2031	16
992	2032	14
993	2034	12
994	2036	10
995	2038	8
996	2040	6
997	2042	4
998	2044	2
999	2046	0
